Price for 2,Dining Rating,Dining Rating Count,Location,Cuisine
600,3.6,128,Vadapalani,"South Indian,  Biryani,  Chinese,  Beverages,  North Indian"
150,4,113,Anna Nagar East,Desserts
450,3.9,160,George Town,Biryani
600,3,161,Selaiyur,"North Indian,  South Indian,  Chinese,  Chettinad"
250,3.6,118,Madipakkam,"Street Food,  Fast Food"
300,4,103,Kilpauk,"Ice Cream,  Desserts"
300,,Does not offer Dining,Adambakkam,"South Indian,  Chettinad"
300,3.5,150,Karapakkam,"Fast Food,  Burger,  Beverages"
500,3.6,110,Washermenpet,"Fast Food,  Chinese,  Beverages,  Desserts,  Pizza"
900,3.9,106,"VR Mall, Anna Nagar","Italian,  Mediterranean,  European"
350,3.6,66,Nungambakkam,"Bakery,  Fast Food,  Desserts"
800,3.8,94,Mahabalipuram,"Seafood,  Continental"
300,3.8,137,GST Road,Fast Food
500,3.8,125,Perungudi,Chinese
600,3.8,96,Saligramam,"North Indian,  Chinese,  Mughlai"
600,3.8,145,Navallur,"Biryani,  North Indian,  Chinese,  Arabian"
200,3.8,132,Kolathur,"Beverages,  Juices,  Fast Food,  Desserts"
300,3.5,87,T. Nagar,"Mithai,  North Indian,  Street Food,  Fast Food"
1800,3.9,113,"Zone by The Park, Pallikaranai",Bar Food
550,3.6,118,Mogappair,"Chinese,  North Indian,  Biryani"
200,3.9,148,Thiruvanmiyur,South Indian
200,3.4,112,Kilpauk,South Indian
200,3.8,99,Anna Nagar East,"Bakery,  Fast Food,  Desserts,  Beverages"
400,2.5,140,Alwarpet,"Chettinad,  North Indian"
250,4,140,Potheri,"Chinese,  Tibetan"
300,3.7,139,Tambaram,"Chinese,  Mughlai,  Arabian"
650,3,109,Madipakkam,"North Indian,  Kerala,  Chinese"
350,3.2,158,Vandalur,"North Indian,  Chinese,  Biryani"
1500,3.4,91,"Fortune Select Grand, Chengalpattu","Continental,  Italian,  North Indian,  Asian"
200,3.9,162,Egmore,Fast Food
250,3.9,129,Vepery,"Biryani,  Fast Food"
200,3.4,11,Vepery,"Bakery,  Desserts"
400,,Does not offer Dining,Kanchipuram District,"Biryani,  Fast Food,  Chinese,  Beverages,  Sandwich"
500,3.5,111,GST Road,"North Indian,  Chinese,  Biryani"
300,3,101,Teynampet,"Mithai,  Street Food,  North Indian,  Chinese,  Beverages"
300,4,113,Kilpauk,"South Indian,  North Indian,  Chinese"
550,2.9,106,Madipakkam,"South Indian,  Chinese"
200,4,126,Anna Nagar East,"South Indian,  Chinese,  Street Food,  Fast Food"
400,4,69,Besant Nagar,"Tea,  Sandwich,  Fast Food,  Desserts"
300,3.8,88,Valasaravakkam,Fast Food
450,3.7,158,Egatoor,"Chinese,  North Indian,  Arabian,  South Indian"
150,3.7,50,Saidapet,Mithai
600,3.3,146,Maduravoyal,Chinese
400,3.3,155,Medavakkam,"North Indian,  Chinese"
500,2.8,97,Madhavaram,"Chinese,  North Indian,  Mughlai"
250,3.8,114,"Mahindra World City, Chengalpattu","Bakery,  Fast Food"
700,4.1,72,"Mamalla Beach Resort, Mahabalipuram ",Kerala
150,3.8,124,Maduravoyal,"Biryani,  South Indian"
400,3.8,86,Aminijikarai,"Biryani,  Chinese"
450,3.8,79,Tambaram,"North Indian,  Chinese"
400,3.7,108,Nungambakkam,"North Indian,  South Indian,  Chettinad"
300,3.4,155,Sholinganallur,South Indian
200,3.9,124,Abhiramapuram,"Fast Food,  Pizza,  Sandwich,  Beverages"
300,3.6,87,Valasaravakkam,"Mithai,  South Indian,  Chinese,  Street Food,  Beverages"
800,4.1,121,Sholinganallur,"North Indian,  Chinese,  Continental,  Chettinad,  Fast Food,  Andhra,  Kerala,  Arabian"
500,,Does not offer Dining,Choolaimedu,"Fast Food,  Biryani"
300,,Does not offer Dining,Thiruvanmiyur,Desserts
800,3.6,115,"Benzz Park, T. Nagar","Continental,  North Indian,  Finger Food"
200,3.9,130,West Mambalam,South Indian
450,3.9,74,Nungambakkam,"Desserts,  Fast Food,  Beverages"
400,2.5,138,GST Road,"South Indian,  Chinese,  North Indian"
300,3.9,132,Pallavaram,"South Indian,  North Indian"
800,3.5,117,Nungambakkam,"Italian,  Mexican"
300,3.1,101,Ashok Nagar,"South Indian,  North Indian,  Fast Food,  Chinese"
400,3.8,117,Tambaram,"South Indian,  North Indian,  Chinese"
2300,3.8,143,"Ramada, Egmore",Finger Food
400,3.6,99,Poonamalle,"Bakery,  Fast Food"
500,3.6,65,Ambattur,"Tamil,  South Indian,  Seafood"
650,,Does not offer Dining,GST Road,"Biryani,  Kebab,  Chinese"
600,3.2,104,Velachery,"North Indian,  Street Food,  Kebab,  Biryani"
600,3.3,99,Egmore,"Chinese,  Chettinad,  Biryani,  BBQ"
300,,Does not offer Dining,Kanchipuram District,"Pizza,  Desserts"
500,2.4,123,Thousand Lights,"North Indian,  Fast Food"
150,4.1,110,Choolaimedu,"Ice Cream,  Beverages"
500,3.1,131,Ambattur,"North Indian,  Chinese,  Mughlai"
1000,3.5,23,"Hotel Blue Nile, Pallavaram",Drinks Only
300,3.9,88,Gopalapuram,"Ice Cream,  Desserts,  Beverages"
200,3.9,95,Saligramam,"Fast Food,  South Indian"
1200,3.7,59,Nandanam,"Cafe,  Continental,  American,  Mexican,  Beverages"
350,3.8,128,"OMR Food Street, Perumbakkam","South Indian,  North Indian"
350,3,100,Aminijikarai,"North Indian,  South Indian,  Chinese,  Desserts,  Beverages"
500,3.8,128,Palavakkam,"Seafood,  Biryani"
300,3.9,150,Perambur,"South Indian,  North Indian"
700,3.4,61,"Hotel Centre Point, Sholinganallur","Seafood,  North Indian,  Finger Food"
350,3.7,125,Perungudi,Biryani
300,3.9,119,Porur,"Sandwich,  Fast Food,  Beverages"
300,4.1,137,Gopalapuram,"North Indian,  Street Food,  Sandwich"
850,3.2,99,GST Road,"Biryani,  South Indian,  North Indian,  Chinese"
700,3.1,136,Kolathur,"North Indian,  Chinese,  Chettinad"
300,3.7,60,Kilpauk,"Cafe,  Coffee,  Tea,  Beverages"
250,3.3,90,Thuraipakkam,"Street Food,  Chinese"
200,3.2,131,Aminijikarai,"Chettinad,  South Indian,  Chinese"
150,4,125,Anna Nagar West,Beverages
600,2.9,113,Ramapuram,"South Indian,  Chinese,  Street Food,  North Indian,  Biryani,  Fast Food,  Ice Cream,  Beverages"
500,3.8,133,Anna Nagar East,"North Indian,  South Indian,  Chinese"
600,3.7,102,Vandalur,"Chinese,  North Indian,  South Indian,  Continental,  Desserts"
400,3.7,114,Mogappair,"Fast Food,  Lebanese,  Chinese,  North Indian,  Beverages"
200,3.8,86,"Kora Food Street, Anna Nagar West",Momos
450,3.7,135,Old Mahabalipuram Road (OMR),"Pizza,  Italian,  Desserts"
500,3.7,120,Egatoor,"Arabian,  North Indian"
950,3.8,108,Anna Nagar East,"North Indian,  Chinese,  Chettinad"
250,3.8,142,Ramapuram,"Sandwich,  Beverages"
2300,3.7,74,Turyaa Chennai ,"Continental,  Chinese,  Mediterranean,  Italian"
250,3.6,95,T. Nagar,"Mithai,  Street Food"
300,3.9,101,Kilpauk,"Street Food,  Fast Food"
300,,Does not offer Dining,Vandalur,"Fast Food,  Sandwich,  Beverages,  Burger,  Pizza,  Desserts,  Ice Cream"
600,3.7,109,Thuraipakkam,"Chinese,  North Indian,  Chettinad"
350,,Does not offer Dining,Velachery,Arabian
100,3.9,105,T. Nagar,"Beverages,  Ice Cream"
400,3.7,79,Ambattur,"South Indian,  Chinese"
200,,Does not offer Dining,Ramapuram,"Street Food,  South Indian"
400,3.3,96,Ramapuram,"Biryani,  Chinese,  North Indian,  South Indian"
200,,Does not offer Dining,T. Nagar,"Beverages,  Fast Food"
700,2.6,81,Santhome,"North Indian,  Chinese,  Seafood,  Biryani,  South Indian,  Beverages"
500,,Does not offer Dining,Kilpauk,Bakery
400,,Does not offer Dining,"OMR Food Street, Navallur","Biryani,  North Indian"
300,3.8,142,Purasavakkam,"Biryani,  South Indian,  Chinese,  Fast Food,  Seafood,  North Indian,  Juices"
300,3.8,132,GST Road,"South Indian,  North Indian,  Chinese"
400,3.1,132,Madipakkam,"North Indian,  South Indian,  Chinese"
500,4.1,105,Ramapuram,"Bakery,  Fast Food"
650,3.8,70,Mogappair,"North Indian,  Chinese,  Biryani,  Chettinad,  Mughlai,  Beverages"
500,3.2,99,Taramani,"North Indian,  Seafood,  Chinese,  Biryani"
450,3.8,135,Porur,"South Indian,  North Indian"
450,3.7,118,Anna Nagar West,"South Indian,  Chettinad,  North Indian"
450,3,131,Sholinganallur,"North Indian,  Chinese"
400,3.8,90,Ashok Nagar,"North Indian,  Chinese,  Street Food,  Fast Food,  Beverages"
650,3.4,74,Chetpet,"Cafe,  Desserts,  Bakery"
500,3.8,143,Perungudi,"North Indian,  Chinese"
300,,Does not offer Dining,Padur,"Beverages,  Fast Food"
350,3,94,Ramapuram,"North Indian,  Chinese"
400,3.8,97,Purasavakkam,Bakery
300,,Does not offer Dining,Anna Nagar East,"Bakery,  Desserts"
500,3.8,120,Washermenpet,"North Indian,  Mughlai,  BBQ,  Biryani,  Chettinad,  Kebab"
600,3.3,126,Saidapet,"South Indian,  North Indian,  Chinese"
150,,Does not offer Dining,Anna Nagar East,"Street Food,  Fast Food"
500,3.7,66,Kilpauk,Bakery
400,,Does not offer Dining,Velachery,"North Indian,  Chinese"
600,3.3,76,East Coast Road (ECR),"Pizza,  Fast Food"
450,2.5,102,Egmore,"South Indian,  Chinese,  North Indian"
300,3.4,135,Thousand Lights,"Biryani,  Arabian"
450,3.9,100,Ashok Nagar,"Bakery,  Fast Food,  Desserts"
200,3.7,111,Vadapalani,"Arabian,  Chettinad"
200,3.7,124,Ramapuram,"North Indian,  Chinese"
450,3.9,93,Neelangarai,South Indian
300,4,128,Ambattur,"Bakery,  Desserts"
800,3.8,108,Kodambakkam,"Bakery,  North Indian"
650,3.9,116,Saidapet,"South Indian,  North Indian,  Chinese"
250,3.5,127,Triplicane,Biryani
200,4,139,Sowcarpet,South Indian
800,3.7,118,Purasavakkam,"North Indian,  Chinese,  Fast Food"
500,3,125,Poonamalle,"Chinese,  Chettinad,  North Indian"
300,3.8,71,Thiruvallur,"Fast Food,  Pizza,  Sandwich,  Burger"
250,3.7,133,Thuraipakkam,"South Indian,  Chinese,  Chettinad"
300,,Does not offer Dining,Aminijikarai,"South Indian,  Andhra,  North Indian"
250,4,122,Ramapuram,"Beverages,  Desserts,  Sandwich"
400,3.9,140,Avadi,"South Indian,  North Indian,  Chinese"
600,3.7,110,T. Nagar,"Chinese,  BBQ,  South Indian,  North Indian"
550,3.1,71,Kodambakkam,"Biryani,  Mughlai,  Chinese,  North Indian,  Chettinad"
300,3.5,117,Adyar,"Bakery,  Desserts,  Street Food,  Fast Food,  Ice Cream,  Beverages"
250,4,68,Mylapore,"Street Food,  Fast Food,  North Indian,  Beverages"
450,3.5,117,"OMR Food Street, Navallur","South Indian,  Chinese,  Chettinad"
300,,Does not offer Dining,Alwarpet,Momos
300,,Does not offer Dining,Porur,Bakery
350,3.8,111,Anna Nagar East,"Cafe,  North Indian,  Chinese"
500,3.8,100,Valasaravakkam,South Indian
250,2.4,87,Nungambakkam,"Ice Cream,  Desserts"
800,3.4,86,"Hotel Mamallaa Heritage, East Coast Road (ECR)","Chinese,  North Indian,  Arabian,  Asian,  Biryani,  Juices,  Grill"
350,3.8,95,Vepery,Fast Food
300,4,91,Kandanchavadi,"South Indian,  Kerala"
500,3.8,129,Valasaravakkam,"North Indian,  Chinese,  Chettinad"
400,3.7,108,Ramapuram,"Biryani,  North Indian,  Chinese,  Hyderabadi"
400,3.7,146,GST Road,"North Indian,  Chinese"
250,,Does not offer Dining,Thiruvanmiyur,"North Indian,  Street Food"
350,3.7,79,Ambattur,"Biryani,  Chinese"
400,3.8,139,Navallur,"Chinese,  Biryani,  North Indian,  Kebab,  Hyderabadi"
500,,Does not offer Dining,Porur,"North Indian,  Biryani,  Italian"
700,3.5,103,"Gokulam Park Hotel, Ashok Nagar","South Indian,  Seafood,  North Indian,  Chinese"
250,2.8,125,Chromepet,Fast Food
400,3.8,113,Nungambakkam,"Biryani,  North Indian,  Chinese,  Beverages"
200,4,120,Triplicane,South Indian
450,3.6,119,Saidapet,"Chinese,  Seafood,  North Indian,  Biryani"
300,2.8,64,Vadapalani,"South Indian,  Street Food,  Chinese"
350,3.7,95,Poonamalle,"South Indian,  North Indian"
150,3.8,84,Medavakkam,"Street Food,  Fast Food"
2800,4.1,108,Anna Salai,"Chettinad,  South Indian"
600,3.1,124,Vepery,"North Indian,  Chinese,  BBQ,  Mughlai,  Biryani,  Seafood"
600,2.9,110,Velachery,"Biryani,  South Indian,  North Indian"
400,3.4,108,Mylapore,"South Indian,  North Indian,  Chinese"
250,4,116,Anna Nagar West,Fast Food
200,3.6,123,T. Nagar,"Fast Food,  South Indian"
350,3.7,91,Nanganallur,"Chinese,  North Indian,  South Indian,  Fast Food"
400,3,124,Mogappair,"Chinese,  North Indian"
450,3.3,104,Kolathur,"South Indian,  North Indian,  Chinese,  Beverages"
400,3.8,122,Poonamalle,"Biryani,  North Indian,  Chinese"
450,4,88,"OMR Food Street, Ambattur","Continental,  Italian"
200,3.9,119,Aminijikarai,South Indian
300,,Does not offer Dining,Anna Nagar West,"South Indian,  North Indian,  Fast Food"
500,3.9,96,Kodambakkam,"Fast Food,  Beverages"
200,3.8,103,"OMR Food Street, Navallur",Arabian
1500,3.2,66,Injambakkam,"North Indian,  Mughlai,  Continental,  Fast Food"
400,3.9,104,Anna Nagar East,"Momos,  Fast Food,  Desserts,  Beverages"
600,3,75,Akkarai,Andhra
1000,3.1,89,Alwarpet,"Italian,  European,  North Indian,  Asian,  Chinese"
300,3.8,125,Chengalpattu,"Biryani,  South Indian,  North Indian,  Chinese"
500,2.6,91,Pallavaram,"Fast Food,  Burger"
400,3.4,127,Adambakkam,"Chinese,  Chettinad,  Biryani,  Mughlai"
300,2.8,125,Chromepet,"Pizza,  Fast Food"
500,3.7,96,T. Nagar,"North Indian,  South Indian"
450,3.9,116,T. Nagar,"South Indian,  Chinese"
200,2.6,121,Thiruvanmiyur,Fast Food
150,,Does not offer Dining,Perambur,South Indian
500,3.7,85,"Hotel Marina Inn, Egmore","South Indian,  Andhra,  Chettinad,  Beverages"
500,3.8,74,Vadapalani,"Fast Food,  Beverages"
700,3.8,37,Kilpauk,"Bakery,  Desserts"
500,,Does not offer Dining,Nungambakkam,"Fast Food,  Andhra"
2000,3.8,107,"Lemon Tree Shimona, Ramapuram",Finger Food
3000,3.3,63,"Trident, GST Road","Seafood,  South Indian,  Chettinad,  Mangalorean,  Andhra,  Kerala"
300,3.8,83,Shenoy Nagar,North Indian
550,3.5,99,Tambaram,"Chinese,  North Indian,  Biryani"
800,3.6,114,T. Nagar,"Biryani,  Continental"
1100,3.7,90,"Harrisons Hotel, Nungambakkam","South Indian,  North Indian"
200,3.9,140,Potheri,"South Indian,  Fast Food"
500,2.7,104,Mogappair,"Lebanese,  Fast Food,  Chinese,  Chettinad,  BBQ,  North Indian"
250,3.8,117,Madipakkam,"South Indian,  Chinese"
250,3.8,87,Medavakkam,"Fast Food,  Sandwich,  Beverages"
450,3.9,106,Nungambakkam,"Beverages,  Fast Food"
650,,Does not offer Dining,Royapuram,Bakery
700,3.9,86,Old Mahabalipuram Road (OMR),"South Indian,  North Indian"
550,3.8,123,George Town,"South Indian,  North Indian,  Chinese,  BBQ"
350,3.4,90,K.K. Nagar,"Street Food,  South Indian"
60,4.1,115,West Mambalam,Healthy Food
150,3.7,106,Kodambakkam,South Indian
300,3.9,119,Saidapet,"Biryani,  Chinese,  Fast Food"
500,2.8,66,Royapettah,"South Indian,  Street Food"
1200,3.3,83,"Fairfield by Marriot, Chengalpattu","Continental,  Asian"
2500,4.1,87,"The Leela Palace, MRC Nagar",Continental
300,3.6,81,Nungambakkam,"Juices,  Beverages"
400,,Does not offer Dining,Gopalapuram,Beverages
600,3.7,115,Medavakkam,"North Indian,  Chinese,  Arabian"
300,2.2,117,Old Mahabalipuram Road (OMR),"Biryani,  South Indian,  North Indian,  Chinese"
500,3.4,73,"OMR Food Street, Navallur","Malaysian,  South Indian"
500,3.4,93,Kodambakkam,"Biryani,  Fast Food,  North Indian,  Chinese"
450,3.5,89,Medavakkam,"Arabian,  Biryani,  Chettinad,  Chinese"
200,2.5,109,Tambaram,"South Indian,  North Indian,  Chinese"
800,3.6,63,Nungambakkam,"Cafe,  Italian,  Beverages"
300,,Does not offer Dining,Sholinganallur,"North Indian,  South Indian,  Chinese"
200,4,82,Velachery,Beverages
200,3.6,112,Mylapore,"South Indian,  Chinese"
350,3.8,93,Kodambakkam,"Kerala,  South Indian"
350,3.9,111,Ramapuram,"North Indian,  Chinese"
250,3.8,107,Karapakkam,"North Indian,  Chinese,  Rolls"
2700,3.6,50,"WelcomHotel, RK Salai (Cathedral Road)",North Indian
150,3.7,111,Anna Nagar East,Street Food
150,3.9,95,Thiruvanmiyur,South Indian
400,,Does not offer Dining,Kodambakkam,"Chinese,  North Indian"
400,,Does not offer Dining,Navallur,"Italian,  Mexican"
500,3.8,113,Navallur,"South Indian,  Chinese,  Andhra,  Biryani"
150,3.8,91,Mogappair,South Indian
450,3.7,91,Madipakkam,"North Indian,  Chinese,  Street Food"
600,3.6,118,K.K. Nagar,"Chinese,  South Indian,  Mughlai,  Lebanese,  Chettinad,  North Indian"
400,3.7,73,T. Nagar,Bakery
1500,3.8,77,Nungambakkam,"Japanese,  Seafood,  Sushi"
300,3.3,78,Thiruvanmiyur,"Fast Food,  Burger,  Rolls,  Beverages"
400,3.8,102,Mylapore,"North Indian,  Fast Food,  Continental,  Italian,  Chinese"
150,3.3,71,Thiruvanmiyur,"Street Food,  North Indian,  Beverages"
650,3,88,Mogappair,"North Indian,  Kerala"
300,3.8,79,Anna Nagar East,"Ice Cream,  Desserts,  Fast Food,  Beverages"
400,4.1,103,Anna Nagar West,"South Indian,  Fast Food,  Beverages"
1500,3.7,44,"Mercure, Sriperumbudur","North Indian,  Continental"
500,3.4,65,Perungudi,"Mughlai,  Kerala"
300,3.5,79,Royapettah,Beverages
800,4,73,Mahabalipuram,"North Indian,  Fast Food,  Seafood,  Chinese,  Desserts"
400,3.6,90,Madipakkam,"Biryani,  Chinese,  North Indian"
500,3.1,74,Navallur,"North Indian,  South Indian,  Chinese,  Biryani"
550,3.5,111,Perungudi,"Biryani,  North Indian,  Chinese,  Seafood"
800,3.4,25,Vandalur,"Finger Food,  Chinese"
200,3.9,113,T. Nagar,"Biryani,  Fast Food"
200,3.6,78,"OMR Food Street, Navallur",BBQ
300,3.8,98,Adyar,"South Indian,  North Indian,  Chinese"
400,3.9,94,Royapettah,"Arabian,  North Indian,  Chinese"
2000,3.1,84,"Lemon Tree Hotel, Guindy",Finger Food
400,,Does not offer Dining,Mylapore,"Seafood,  South Indian"
550,3.9,84,Potheri,"Cafe,  Pizza,  Italian"
550,3.1,99,Mylapore,"South Indian,  North Indian,  Street Food,  Beverages"
600,3,61,St. Thomas Mount,"Kerala,  North Indian,  Chinese"
500,2.9,101,"OMR Food Street,Thuraipakkam","North Indian,  Chinese,  Tamil"
400,4,106,T. Nagar,"South Indian,  North Indian,  Desserts"
350,3.7,112,Kolathur,"North Indian,  Beverages"
300,3.9,137,Perambur,"North Indian,  Chinese,  South Indian"
450,2.8,107,Ambattur,"Biryani,  Chinese"
200,,Does not offer Dining,Thiruvanmiyur,Ice Cream
700,3.7,93,Kolathur,"South Indian,  Chinese,  Chettinad,  North Indian"
500,4.1,69,Velachery,"North Indian,  South Indian,  Healthy Food"
150,3.8,110,Medavakkam,"South Indian,  North Indian,  Chinese"
250,,Does not offer Dining,Park Town,South Indian
1400,3.7,92,"Fairfield by Marriot, Chengalpattu","North Indian,  Desserts,  Beverages,  Asian"
500,3.5,69,Ambattur,"Cafe,  Chinese,  North Indian,  South Indian"
450,,Does not offer Dining,Porur,"North Indian,  Chinese"
300,3.7,101,George Town,"North Indian,  South Indian"
400,3.9,118,Kolathur,"North Indian,  South Indian,  Chinese,  Street Food,  Desserts"
100,3.6,95,Anna Nagar West,"Beverages,  Ice Cream"
500,2.1,74,Injambakkam,"South Indian,  North Indian,  Chinese"
300,3.5,83,Perungudi,Fast Food
1000,3.4,40,Velachery,"North Indian,  Continental"
150,3.7,113,Perambur,Arabian
300,2.9,101,Pallavaram,"Desserts,  Fast Food,  Ice Cream"
800,3.9,85,Old Mahabalipuram Road (OMR),"North Indian,  Chinese,  Asian,  South Indian"
500,3.7,69,Thousand Lights,"South Indian,  Chettinad,  Chinese,  Biryani,  Mughlai,  Rolls"
300,3.9,85,Thiruvanmiyur,"Ice Cream,  Desserts"
500,3.6,102,T. Nagar,"Biryani,  South Indian,  Chinese"
450,3.3,93,Pallikaranai,"South Indian,  North Indian,  Chinese"
400,3.5,124,Perambur,"Chinese,  North Indian,  South Indian,  Beverages"
200,3.7,50,Thousand Lights,"Fast Food,  Biryani,  North Indian"
600,3.7,66,Chetpet,"Ice Cream,  Beverages,  Fast Food,  Rolls"
600,3.5,87,Selaiyur,North Indian
600,2.9,51,Nungambakkam,"Cafe,  Italian,  Continental"
400,3.8,109,Ramapuram,"Sandwich,  Fast Food,  Beverages"
700,2.4,103,Neelangarai,"Arabian,  North Indian,  Chinese"
250,3.8,102,Anna Nagar West,Burmese
1100,2.9,33,"Vestin Park Hotel, Egmore","North Indian,  Chinese"
400,3.6,108,Perambur,"South Indian,  North Indian,  Chinese"
350,3.8,63,Maduravoyal,"Bakery,  Pizza,  Sandwich,  Fast Food"
300,3.7,102,Potheri,"North Indian,  Biryani"
300,3.4,108,Anna Nagar East,"South Indian,  Chinese"
350,3.7,110,Sholinganallur,"Beverages,  Sandwich,  Fast Food"
200,3.7,63,Besant Nagar,"Desserts,  Ice Cream,  Beverages"
500,,Does not offer Dining,Teynampet,"North Indian,  Chinese,  Thai"
300,3.8,104,Triplicane,"Arabian,  Chinese,  North Indian,  Biryani"
200,3.9,70,Besant Nagar,"Coffee,  Fast Food"
300,3.6,109,Maduravoyal,"Chettinad,  South Indian"
300,2.9,98,GST Road,"Fast Food,  Rolls,  Burger"
600,,Does not offer Dining,Anna Nagar East,"North Indian,  Chinese,  Fast Food"
1300,3.6,66,"JP Hotel, Koyambedu","North Indian,  South Indian,  Continental"
3000,3.7,60,"ITC Grand Chola, Guindy",Finger Food
200,,Does not offer Dining,Nungambakkam,"South Indian,  Chettinad,  Chinese"
150,3.9,51,Porur,"Street Food,  Fast Food"
200,3.9,95,Chromepet,Fast Food
450,,Does not offer Dining,Velachery,"Biryani,  South Indian"
500,4,91,Madipakkam,"Sandwich,  Burger"
1000,3.1,90,"Keys Hotel, Thiruvanmiyur","North Indian,  Cafe,  South Indian,  Sandwich"
300,3.9,70,Nungambakkam,"Desserts,  Ice Cream"
200,,Does not offer Dining,Kilpauk,South Indian
350,3.5,101,West Mambalam,"Sandwich,  Fast Food,  Ice Cream,  Beverages"
250,3.9,87,"OMR Food Street, Guduvancheri","Desserts,  Ice Cream"
300,3.9,97,Kanchipuram District,"Chinese,  North Indian,  South Indian"
